Polska
72896
xMin,xMax,yMin,yMax
14.144,24.111,49.064,54.83
post_code,coordinates
00-132,52.237/21
00-133,52.236/20.998
00-136,52.239/21.001
00-137,52.24/20.999
00-138,52.24/20.999
00-139,52.241/21.003
00-140,52.242/20.996
00-141,52.241/20.996
00-142,52.243/21.002
00-143,52.242/20.999
00-144,52.243/20.999
00-145,52.244/20.997
00-146,52.245/20.997
00-147,52.245/21
00-148,52.243/20.993
00-149,52.245/20.994
00-150,52.244/20.995
00-151,52.245/20.995
00-152,52.244/20.992
00-153,52.246/20.994
00-154,52.246/20.991
00-155,52.246/20.993
00-157,52.249/20.995
00-158,52.25/20.996
00-159,52.251/20.998
00-160,52.248/20.997
00-161,52.248/20.994
00-162,52.247/20.994
00-163,52.247/20.993
00-164,52.247/20.991
00-165,52.248/20.996
00-167,52.248/20.99
00-168,52.249/20.99
00-169,52.249/20.989
00-170,52.248/20.989
00-172,52.253/20.986
00-173,52.251/20.989
00-174,52.25/20.989
00-175,52.252/20.985
00-176,52.251/20.988
00-178,52.252/20.988
00-179,52.252/20.991
00-180,52.251/20.991
00-181,52.251/20.989
00-182,52.253/20.992
00-183,52.253/20.99
00-184,52.251/20.995
00-185,52.25/20.992
00-187,52.25/20.995
00-188,52.252/20.993
00-189,52.255/20.991
00-190,52.252/20.995
00-193,52.254/20.993
00-194,52.253/20.988
00-195,52.256/20.989
00-196,52.251/20.996
00-197,52.258/20.989
00-199,52.255/20.994
00-200,52.898/21.098
00-201,52.251/20.999
00-202,52.25/21.001
00-203,52.253/21
00-204,52.258/20.996
00-205,52.251/21.001
00-206,52.255/21
00-207,52.249/21.005
00-208,52.258/21.001
00-209,52.254/20.999
00-210,52.253/20.998
00-211,52.252/21
00-213,52.253/21.001
00-214,52.253/21.004
00-215,52.253/21.002
00-216,52.254/21.002
00-217,52.255/21.004
00-218,52.254/21.008
00-219,52.255/21.008
00-220,52.255/21.009
00-221,52.254/21.01
00-222,52.257/21.007
00-223,52.258/21.005
00-224,52.255/21.005
00-225,52.255/21.006
00-227,52.252/21.008
00-228,52.253/21.007
00-229,52.253/21.008
00-230,52.254/21.01
00-231,52.252/21.01
00-232,52.252/21.006
00-233,52.253/21.005
00-234,52.252/21.007
00-235,52.251/21.004
00-236,52.251/21.006
00-238,52.248/21.006
00-240,52.246/21.004
00-241,52.246/21.002
00-242,52.246/21.002
00-245,52.247/21.01
00-246,52.248/21.008
00-248,52.247/21.006
00-249,52.248/21.01
00-251,52.247/21.011
00-252,52.248/21.01
00-254,52.249/21.011
00-255,52.25/21.01
00-256,52.249/21.01
00-257,52.249/21.009
00-258,52.251/21.013
00-259,52.252/21.012
00-260,52.251/21.011
00-261,52.25/21.009
00-263,52.25/21.009
00-264,52.249/21.011
00-265,52.249/21.012
00-266,52.249/21.013
00-267,52.248/21.013
00-268,52.249/21.011
00-270,52.251/21.011
00-271,52.25/21.011
00-272,52.25/21.012
00-277,52.248/21.015
00-278,52.249/21.014
00-279,52.249/21.014
00-281,52.249/21.013
00-285,52.25/21.014
00-286,52.251/21.013
00-287,52.25/21.013
00-288,52.249/21.013
00-301,52.247/21.019
00-302,52.246/21.018
00-303,52.246/21.016
00-304,52.247/21.018
00-305,52.246/21.019
00-306,52.246/21.018
00-307,52.246/21.016
00-310,52.245/21.019
00-311,52.241/21.022
00-312,52.243/21.024
00-314,52.243/21.023
00-315,52.244/21.02
00-316,52.242/21.024
00-317,52.242/21.023
00-318,52.246/21.018
00-320,52.575/22.281
00-321,52.245/21.017
00-322,52.245/21.015
00-324,52.243/21.018
00-325,52.24/21.017
00-327,52.238/21.02
00-328,52.238/21.02
00-330,52.238/21.018
00-331,52.238/21.021
00-332,52.239/21.02
00-333,52.238/21.018
00-335,52.237/21.022
00-336,52.237/21.02
00-337,52.238/21.022
00-338,52.24/21.023
00-339,52.24/21.025
00-340,52.24/21.023
00-341,52.241/21.024
00-342,52.239/21.024
00-344,52.239/21.028
00-345,52.24/21.026
00-347,52.241/21.028
00-348,52.238/21.03
00-349,52.238/21.028
00-350,52.238/21.026
00-351,52.239/21.027
00-353,52.238/21.024
00-354,52.238/21.023
00-355,52.237/21.023
00-357,52.236/21.018
00-358,52.236/21.019
00-359,52.236/21.02
00-360,52.237/21.019
00-362,52.235/21.02
00-363,52.235/21.019
00-364,52.236/21.019
00-366,52.234/21.023
00-367,52.235/21.021
00-368,52.236/21.022
00-370,52.235/21.022
00-372,52.234/21.021
00-373,52.233/21.02
00-374,52.233/21.024
00-375,52.233/21.024
00-377,52.236/21.03
00-378,52.237/21.032
00-379,52.238/21.032
00-380,52.235/21.029
00-381,52.234/21.031
00-382,52.236/21.03
00-384,52.237/21.03
00-385,52.238/21.028
00-386,52.237/21.027
00-388,52.237/21.03
00-389,52.238/21.031
00-390,52.238/21.033
00-391,52.235/21.034
00-392,52.236/21.034
00-393,52.235/21.034
00-394,52.236/21.033
00-401,52.234/21.034
00-402,52.233/21.035
00-403,52.234/21.036
00-405,52.232/21.037
00-406,52.232/21.037
00-407,52.231/21.037
00-409,52.232/21.038
00-410,52.233/21.038
00-411,52.233/21.04
00-412,52.231/21.031
00-413,52.231/21.035
00-414,52.231/21.033
00-415,52.23/21.036
00-416,52.23/21.032
00-418,52.23/21.03
00-419,52.227/21.033
00-420,52.228/21.034
00-421,52.229/21.036
00-422,52.23/21.038
00-423,52.23/21.036
00-424,52.231/21.04
00-427,52.226/21.035
00-428,52.226/21.036
00-429,52.226/21.035
00-430,52.227/21.036
00-432,52.225/21.034
00-433,52.224/21.033
00-434,52.224/21.033
00-435,52.226/21.037
00-436,52.227/21.038
00-438,52.228/21.041
00-439,52.227/21.043
00-440,52.227/21.039
00-441,52.227/21.041
00-442,52.227/21.041
00-443,52.226/21.04
00-444,52.226/21.038
00-446,52.224/21.038
00-447,52.224/21.035
00-448,52.225/21.037
00-449,52.222/21.039
00-450,52.223/21.037
00-451,52.223/21.036
00-452,52.224/21.037
00-453,52.214/21.046
00-454,52.216/21.047
00-457,52.224/21.036
00-458,52.224/21.029
00-459,52.221/21.034
00-460,52.215/21.037
00-461,52.222/21.025
00-463,52.209/21.042
00-464,52.216/21.042
00-465,52.215/21.042
00-466,52.211/21.046
00-467,52.22/21.033
00-468,52.219/21.044
00-477,52.224/21.027
00-478,52.225/21.024
00-479,52.227/21.024
00-480,52.226/21.025
00-481,52.225/21.025
00-482,52.224/21.026
00-483,52.227/21.027
00-484,52.224/21.029
00-485,52.225/21.03
00-486,52.227/21.028
00-487,52.226/21.027
00-488,52.228/21.028
00-489,52.225/21.027
00-490,52.227/21.025
00-491,52.228/21.026
00-492,52.227/21.026
00-493,52.228/21.025
00-495,52.232/21.022
00-496,52.231/21.021
00-497,52.23/21.022
00-498,52.23/21.024
00-499,52.229/21.022
00-501,52.23/21.02
00-502,52.23/21.021
00-503,52.229/21.019
00-505,52.229/21.02
00-507,52.229/21.022
00-508,52.23/21.015
00-509,52.23/21.017
00-510,52.229/21.013
00-511,52.229/21.015
00-512,52.229/21.017
00-513,52.23/21.018
00-514,52.229/21.013
00-515,52.229/21.015
00-516,52.227/21.016
00-517,52.227/21.014
00-519,52.227/21.016
00-521,52.227/21.016
00-522,52.228/21.018
00-524,52.226/21.014
00-525,52.227/21.018
00-526,52.226/21.019
00-528,52.227/21.021
00-529,52.228/21.02
00-530,52.227/21.022
00-532,52.226/21.021
00-533,52.227/21.022
00-534,52.227/21.023
00-535,52.228/21.023
00-536,52.227/21.023
00-537,52.225/21.02
00-538,52.226/21.021
00-539,52.224/21.022
00-540,52.225/21.023
00-542,52.225/21.021
00-543,52.225/21.022
00-544,52.225/21.017
00-545,52.225/21.015
00-546,52.226/21.016
00-547,52.224/21.017
00-548,52.225/21.019
00-549,52.224/21.019
00-550,52.223/21.017
00-551,52.223/21.02
00-552,52.222/21.018
00-553,52.222/21.019
00-554,52.221/21.018
00-555,52.222/21.02
00-556,52.222/21.022
00-557,52.222/21.024
00-558,52.222/21.02
00-559,52.223/21.022
00-560,52.221/21.019
00-561,52.221/21.019
00-562,52.222/21.02
00-564,52.221/21.023
00-565,52.221/21.023
00-566,52.221/21.024
00-567,52.221/21.024
00-568,52.221/21.02
00-569,52.22/21.022
00-570,52.22/21.02
00-571,52.219/21.022
00-572,52.22/21.021
00-573,52.22/21.019
00-574,52.219/21.021
00-575,52.218/21.021
00-576,52.218/21.019
00-578,52.219/21.02
00-580,52.216/21.022
00-581,52.217/21.022
00-582,52.215/21.023
00-583,52.217/21.025
00-584,52.219/21.023
00-585,52.214/21.023
00-586,52.213/21.024
00-588,52.213/21.022
00-589,52.217/21.022
00-590,52.216/21.021
00-591,52.213/21.024
00-592,52.209/21.027
00-594,52.209/21.029
00-608,52.215/21.007
00-609,52.218/21.007
00-610,52.218/21.006
00-611,52.219/21.007
00-613,52.224/21.004
00-614,52.218/21.01
00-620,52.213/21.009
00-621,52.214/21.019
00-622,52.214/21.02
00-623,52.213/21.021
00-624,52.215/21.021
00-625,52.216/21.018
00-626,52.216/21.02
00-628,52.217/21.019
00-629,52.217/21.018
00-630,52.217/21.017
00-631,52.216/21.017
00-633,52.217/21.016
00-634,52.222/21.006
00-635,52.218/21.015
00-637,52.218/21.012
00-638,52.218/21.016
00-639,52.219/21.018
00-640,52.219/21.017
00-641,52.218/21.017
00-642,52.219/21.018
00-643,52.22/21.015
00-644,52.219/21.014
00-645,52.217/21.015
00-647,52.221/21.016
00-648,52.221/21.017
00-649,52.22/21.016
00-650,52.22/21.016
00-651,52.22/21.017
00-653,52.22/21.013
00-654,52.221/21.014
00-655,52.221/21.015
00-656,52.221/21.014
00-657,52.222/21.015
00-658,52.221/21.013
00-659,52.222/21.014
00-660,52.222/21.012
00-661,52.22/21.012
00-662,52.223/21.007
00-663,52.222/21.005
00-664,52.222/21.009
00-665,52.22/21.008
00-666,52.221/21.011
00-667,52.222/21.011
00-668,52.222/21.009
00-669,52.224/21.008
00-670,52.223/21.008
00-671,52.223/21.007
00-672,52.223/21.011
00-673,52.223/21.012
00-675,52.223/21.014
00-676,52.224/21.015
00-677,52.223/21.014
00-678,52.224/21.014
00-679,52.224/21.011
00-680,52.225/21.012
00-681,52.225/21.01
00-682,52.225/21.01
00-683,52.226/21.014
00-684,52.227/21.011
00-685,52.226/21.011
00-686,52.227/21.01
00-687,52.226/21.008
00-688,52.226/21.007
00-689,52.229/21.01
00-691,52.229/21.011
00-692,52.229/21.01
00-693,52.229/21.012
00-695,52.228/21.008
00-696,52.228/21.008
00-697,52.229/21.007
00-698,52.228/21.006
00-701,52.2/21.052
00-702,52.2/21.071
00-703,52.207/21.075
00-704,52.209/21.078
00-705,52.212/21.076
00-706,52.21/21.077
00-707,52.214/21.065
00-708,52.214/21.071
00-709,52.21/21.074
00-710,52.194/21.051
00-711,52.207/21.07
00-712,52.208/21.066
00-713,52.211/21.065
00-714,52.203/21.051
00-715,52.201/21.05
00-716,52.213/21.064
00-717,52.209/21.049
00-718,52.205/21.049
00-719,52.209/21.05
00-720,52.21/21.047
00-721,52.208/21.046
00-722,52.209/21.039
00-724,52.202/21.041
00-725,52.202/21.043
00-727,52.201/21.045
00-728,52.199/21.046
00-730,52.201/21.036
00-731,52.201/21.044
00-732,52.205/21.046
00-733,52.206/21.048
00-734,52.204/21.044
00-735,52.206/21.042
00-736,52.208/21.039
00-737,52.204/21.04
00-738,52.206/21.039
00-739,52.206/21.038
00-740,52.204/21.036
00-742,52.205/21.035
00-743,52.206/21.034
00-745,52.204/21.035
00-746,52.206/21.033
00-748,52.207/21.036
00-749,52.208/21.046
00-752,52.209/21.042
00-753,52.207/21.04
00-754,52.207/21.042
00-758,52.21/21.03
00-759,52.209/21.031
00-761,52.205/21.032
00-762,52.205/21.034
00-763,52.199/21.037
00-764,52.199/21.039
00-765,52.198/21.032
00-766,52.194/21.033
00-767,52.195/21.034
00-768,52.196/21.038
00-769,52.197/21.042
00-770,52.198/21.035
00-771,52.2/21.034
00-772,52.199/21.036
00-773,52.2/21.03
00-774,52.201/21.03
00-775,52.201/21.03
00-777,52.202/21.031
00-778,52.203/21.031
00-780,52.201/21.028
00-781,52.202/21.026
00-783,52.205/21.025
00-784,52.205/21.024
00-785,52.205/21.03
00-788,52.209/21.026
00-789,52.208/21.025
00-790,52.207/21.024
00-791,52.21/21.023
00-792,52.209/21.021
00-793,52.211/21.024
00-795,52.212/21.022
00-801,52.229/20.998
00-802,52.227/20.996
00-803,52.226/20.992
00-805,52.228/20.994
00-806,52.229/20.995
00-807,52.223/20.979
00-808,52.227/20.99
00-809,52.227/20.991
00-810,52.227/20.99
00-811,52.226/20.988
00-814,52.228/20.991
00-815,52.23/20.992
00-817,52.23/20.994
00-818,52.229/20.993
00-819,52.229/20.997
00-820,52.231/20.998
00-821,52.23/20.998
00-823,52.231/20.999
00-825,52.231/20.997
00-826,52.232/20.998
00-827,52.232/20.997
00-828,52.232/20.999
00-830,52.232/20.995
00-831,52.231/20.995
00-832,52.231/20.994
00-833,52.231/20.995
00-834,52.231/20.99
00-835,52.23/20.99
00-836,52.231/20.993
00-837,52.231/20.989
00-838,52.23/20.984
00-839,52.23/20.985
00-841,52.232/20.992
00-842,52.232/20.988
00-843,52.23/20.985
00-844,52.234/20.985
00-845,52.233/20.989
00-846,52.233/20.986
00-849,52.234/20.995
00-850,52.233/20.994
00-851,52.234/20.993
00-852,52.234/20.992
00-853,52.233/20.997
00-854,52.235/20.997
00-855,52.235/20.994
00-863,52.235/20.993
00-864,52.236/20.99
00-865,52.236/20.992
00-866,52.236/20.99
00-867,52.237/20.988
00-869,52.233/20.982
00-870,52.235/20.985
00-871,52.235/20.99
00-872,52.236/20.985
00-873,52.238/20.986
00-874,52.237/20.984
00-875,52.238/20.988
00-876,52.238/20.984
00-877,52.238/20.983
00-878,52.238/20.983
00-879,52.239/20.988
00-891,52.238/20.991
00-892,52.239/20.994
00-893,52.239/20.992
00-894,52.238/20.989
00-895,52.239/20.991
00-896,52.24/20.992
00-897,52.241/20.993
00-898,52.24/20.989
00-899,52.241/20.994
00-910,52.263/21.177
01-001,52.243/20.992
01-002,52.242/20.99
01-003,52.241/20.99
01-004,52.241/20.986
01-005,52.243/20.99
01-006,52.244/20.989
01-008,52.244/20.991
01-009,52.242/20.988
01-010,52.242/20.985
01-011,52.242/20.986
01-012,52.242/20.987
01-013,52.241/20.981
01-014,52.24/20.982
01-015,52.24/20.983
01-016,52.239/20.984
01-017,52.241/20.986
01-018,52.241/20.982
01-019,52.244/20.987
01-022,52.242/20.982
01-023,52.245/20.989
01-024,52.246/20.989
01-026,52.246/20.987
01-027,52.246/20.986
01-029,52.243/20.983
01-030,52.244/20.981
01-031,52.248/20.987
01-032,52.247/20.986
01-033,52.249/20.985
01-034,52.247/20.985
01-036,52.25/20.984
01-037,52.249/20.985
01-038,52.252/20.984
01-040,52.25/20.983
01-041,52.249/20.983
01-042,52.248/20.979
01-043,52.249/20.979
01-044,52.252/20.978
01-045,52.251/20.977
01-046,52.249/20.981
01-047,52.248/20.982
01-048,52.25/20.982
01-049,52.246/20.981
01-050,52.248/20.982
01-051,52.247/20.984
01-052,52.246/20.982
01-054,52.247/20.983
01-056,52.245/20.986
01-057,52.245/20.982
01-058,52.244/20.983
01-059,52.242/20.977
01-060,52.243/20.976
01-063,52.239/20.979
01-064,52.24/20.979
01-065,52.255/20.981
01-066,52.256/20.979
01-067,52.255/20.977
01-068,52.255/20.974
01-100,52.232/20.926
01-101,52.231/20.933
01-102,52.234/20.928
01-103,52.23/20.942
01-104,52.231/20.936
01-105,52.23/20.934
01-106,52.232/20.94
01-107,52.233/20.937
01-108,52.235/20.937
01-109,52.239/20.941
01-110,52.24/20.94
01-111,52.236/20.939
01-112,52.237/20.94
01-113,52.239/20.939
01-114,52.24/20.94
01-115,52.241/20.944
01-116,52.24/20.946
01-117,52.24/20.944
01-118,52.238/20.946
01-119,52.238/20.948
01-120,52.237/20.945
01-121,52.236/20.946
01-122,52.235/20.945
01-123,52.236/20.948
01-126,52.23/20.952
01-128,52.234/20.948
01-129,52.233/20.943
01-130,52.234/20.944
01-131,52.234/20.941
01-132,52.235/20.962
01-134,52.234/20.965
01-136,52.235/20.96
01-137,52.236/20.96
01-138,52.235/20.966
01-139,52.237/20.964
01-140,52.236/20.963
01-141,52.232/20.96
01-142,52.235/20.959
01-143,52.237/20.96
01-144,52.237/20.96
01-145,52.237/20.961
01-146,52.238/20.968
01-147,52.238/20.963
01-148,52.239/20.972
01-149,52.239/20.962
01-150,52.238/20.962
01-151,52.244/20.966
01-152,52.24/20.965
01-153,52.24/20.967
01-154,52.24/20.962
01-155,52.241/20.962
01-156,52.239/20.964
01-157,52.24/20.967
01-158,52.242/20.963
01-159,52.242/20.96
01-160,52.242/20.964
01-161,52.245/20.964
01-162,52.247/20.964
01-163,52.248/20.967
01-164,52.245/20.963
01-165,52.244/20.966
01-167,52.244/20.962
01-168,52.243/20.962
01-170,52.242/20.97
01-171,52.241/20.971
01-172,52.242/20.967
01-173,52.242/20.966
01-174,52.241/20.969
01-175,52.239/20.971
01-176,52.24/20.968
01-177,52.24/20.969
01-178,52.24/20.969
01-179,52.239/20.969
01-180,52.237/20.97
01-181,52.239/20.97
01-182,52.239/20.968
01-183,52.24/20.968
01-184,52.235/20.968
01-186,52.237/20.967
01-187,52.234/20.97
01-188,52.236/20.97
01-189,52.237/20.97
01-190,52.241/20.976
01-191,52.239/20.977
01-192,52.238/20.979
01-193,52.238/20.976
01-194,52.236/20.973
01-195,52.236/20.975
01-197,52.239/20.975
01-198,52.239/20.974
01-199,52.237/20.974
01-201,52.234/20.974
01-202,52.234/20.979
01-203,52.234/20.977
01-204,52.231/20.973
01-205,52.236/20.972
01-206,52.231/20.971
01-207,52.228/20.978
01-208,52.23/20.98
01-209,52.23/20.979
01-210,52.227/20.977
01-211,52.229/20.974
01-212,52.227/20.975
01-213,52.228/20.975
01-214,52.228/20.974
01-216,52.226/20.969
01-217,52.224/20.973
01-218,52.224/20.97
01-219,52.225/20.977
01-220,52.228/20.968
01-221,52.221/20.962
01-222,52.224/20.964
01-224,52.227/20.961
01-225,52.228/20.96
01-226,52.231/20.962
01-227,52.229/20.961
01-228,52.229/20.963
01-229,52.232/20.962
01-230,52.231/20.969
01-231,52.233/20.966
01-232,52.231/20.969
01-233,52.23/20.959
01-234,52.227/20.956
01-235,52.23/20.953
01-236,52.229/20.954
01-237,52.225/20.954
01-239,52.225/20.951
01-240,52.232/20.954
01-241,52.229/20.955
01-242,52.225/20.957
01-244,52.227/20.959
01-246,52.22/20.957
01-247,52.221/20.957
01-248,52.224/20.942
01-249,52.225/20.942
01-250,52.222/20.94
01-251,52.222/20.937
01-252,52.22/20.932
01-253,52.217/20.933
01-254,52.218/20.946
01-255,52.22/20.934
01-258,52.226/20.934
01-259,52.222/20.929
01-262,52.223/20.933
01-266,52.221/20.931
01-267,52.221/20.933
01-301,52.217/20.902
01-302,52.217/20.896
01-303,52.216/20.886
01-304,52.217/20.884
01-305,52.231/20.894
01-307,52.23/20.891
01-308,52.232/20.893
01-309,52.223/20.904
01-310,52.224/20.9
01-312,52.226/20.904
01-313,52.23/20.901
01-314,52.227/20.896
01-315,52.233/20.897
01-317,52.231/20.906
01-318,52.234/20.901
01-319,52.218/20.899
01-320,52.225/20.89
01-321,52.22/20.893
01-327,52.22/20.882
01-328,52.222/20.88
01-329,52.214/20.887
01-330,52.212/20.874
01-336,52.218/20.908
01-337,52.218/20.907
01-338,52.216/20.903
01-339,52.217/20.906
01-340,52.218/20.909
01-341,52.222/20.904
01-342,52.221/20.904
01-343,52.219/20.905
01-345,52.22/20.906
01-346,52.221/20.908
01-347,52.221/20.91
01-348,52.221/20.911
01-349,52.223/20.917
01-350,52.222/20.907
01-351,52.224/20.91
01-352,52.224/20.908
01-353,52.224/20.908
01-354,52.225/20.917
01-355,52.237/20.916
01-356,52.231/20.909
01-357,52.231/20.911
01-359,52.23/20.912
01-360,52.229/20.911
01-361,52.231/20.913
01-362,52.232/20.916
01-364,52.232/20.917
01-365,52.232/20.918
01-366,52.232/20.92
01-367,52.232/20.919
01-368,52.232/20.921
01-373,52.234/20.92
01-376,52.218/20.915
01-377,52.22/20.919
01-378,52.223/20.923
01-381,52.229/20.916
01-382,52.222/20.914
01-383,52.223/20.915
01-384,52.224/20.91
01-385,52.226/20.906
01-386,52.227/20.907
01-388,52.227/20.907
01-389,52.228/20.911
01-390,52.227/20.911
01-391,52.228/20.918
01-401,52.238/20.951
01-402,52.241/20.946
01-405,52.246/20.956
01-406,52.24/20.948
01-407,52.241/20.949
01-408,52.246/20.951
01-409,52.244/20.948
01-410,52.244/20.951
01-413,52.244/20.954
01-416,52.246/20.955
01-417,52.246/20.954
01-418,52.247/20.941
01-419,52.248/20.95
01-420,52.249/20.955
01-422,52.249/20.949
01-423,52.248/20.957
01-424,52.242/20.957
01-425,52.247/20.95
01-426,52.247/20.95
01-428,52.248/20.948
01-431,52.246/20.947
01-432,52.246/20.943
01-433,52.247/20.945
01-434,52.247/20.945
01-436,52.248/20.947
01-437,52.248/20.945
01-438,52.248/20.946
01-439,52.248/20.943
01-441,52.245/20.947
01-442,52.244/20.946
01-443,52.245/20.945
01-444,52.246/20.946
01-445,52.244/20.944
01-446,52.243/20.943
01-447,52.245/20.942
01-448,52.242/20.943
01-449,52.241/20.943
01-450,52.242/20.943
01-451,52.243/20.939
01-452,52.243/20.941
01-456,52.238/20.936
01-457,52.238/20.933
01-458,52.238/20.933
01-459,52.239/20.912
01-460,52.241/20.912
01-461,52.243/20.92
01-462,52.244/20.922
01-464,52.242/20.916
01-466,52.247/20.918
01-468,52.246/20.919
01-469,52.246/20.924
01-470,52.246/20.904
01-471,52.242/20.901
01-472,52.251/20.874
01-473,52.251/20.878
01-474,52.243/20.897
01-475,52.249/20.878
01-476,52.255/20.897
01-478,52.264/20.904
01-479,52.24/20.896
01-480,52.254/20.892
01-481,52.255/20.891
01-482,52.257/20.891
01-483,52.258/20.892
01-485,52.254/20.907
01-486,52.264/20.9
01-487,52.265/20.899
01-488,52.265/20.899
01-490,52.261/20.904
01-491,52.264/20.905
01-492,52.263/20.902
01-493,52.253/20.917
01-494,52.255/20.933
01-495,52.257/20.914
01-496,52.263/20.918
01-497,52.25/20.91
01-498,52.264/20.913
01-501,52.265/20.979
01-502,52.262/20.983
01-503,52.263/20.981
01-504,52.262/20.981
01-505,52.261/20.985
01-506,52.262/20.986
01-507,52.263/20.984
01-508,52.261/20.983
01-510,52.261/20.989
01-511,52.262/20.991
01-512,52.262/20.989
01-513,52.261/20.989
01-514,52.263/20.99
01-515,52.263/20.987
01-517,52.262/20.993
01-518,52.261/20.992
01-519,52.261/20.998
01-520,52.26/20.999
01-521,52.261/21.003
01-522,52.262/20.996
01-523,52.264/20.993
01-524,52.264/20.994
01-526,52.268/20.993
01-527,52.265/20.994
01-528,52.27/20.994
01-529,52.268/20.995
01-530,52.27/20.993
01-531,52.274/20.997
01-532,52.267/21.001
01-540,52.269/20.994
01-541,52.269/20.992
01-542,52.267/20.992
01-548,52.267/20.991
01-549,52.266/20.991
01-551,52.266/20.99
01-552,52.265/20.99
01-553,52.265/20.992
01-554,52.264/20.986
01-555,52.264/20.987
01-556,52.265/20.985
01-557,52.265/20.982
01-558,52.266/20.987
01-560,52.269/20.984
01-562,52.267/20.987
01-563,52.267/20.985
01-564,52.267/20.986
01-565,52.267/20.983
01-566,52.267/20.982
01-567,52.266/20.987
01-568,52.266/20.987
01-569,52.265/20.986
01-570,52.266/20.983
01-571,52.265/20.984
01-572,52.265/20.983
01-573,52.266/20.98
01-574,52.266/20.981
01-576,52.267/20.982
01-577,52.264/20.98
01-578,52.266/20.98
01-580,52.267/20.98
01-581,52.267/20.98
01-582,52.269/20.983
01-584,52.268/20.977
01-585,52.268/20.981
01-586,52.269/20.98
01-588,52.271/20.976
01-589,52.27/20.977
01-590,52.27/20.976
01-592,52.27/20.979
01-593,52.27/20.978
01-595,52.269/20.975
01-601,52.271/20.991
01-602,52.271/20.989
01-603,52.273/20.988
01-604,52.273/20.989
01-605,52.271/20.99
01-606,52.272/20.992
01-607,52.271/20.987
01-608,52.271/20.989
01-609,52.271/20.988
01-610,52.271/20.987
01-611,52.272/20.987
01-612,52.274/20.984
01-613,52.273/20.986
01-614,52.273/20.988
01-615,52.27/20.987
01-616,52.271/20.985
01-617,52.271/20.986
01-618,52.271/20.986
01-619,52.274/20.98
01-620,52.274/20.981
01-621,52.274/20.981
01-622,52.274/20.98
01-623,52.273/20.981
01-624,52.273/20.981
01-625,52.274/20.982
01-626,52.269/20.985
01-627,52.27/20.983
01-629,52.272/20.975
01-630,52.272/20.978
01-631,52.273/20.978
01-632,52.273/20.977
01-633,52.276/20.97
01-634,52.27/20.98
01-635,52.271/20.979
01-636,52.271/20.981
01-637,52.271/20.982
01-638,52.271/20.984
01-639,52.276/20.983
01-640,52.274/20.977
01-641,52.277/20.978
01-643,52.278/20.977
01-644,52.276/20.977
01-645,52.276/20.975
01-646,52.275/20.975
01-647,52.275/20.983
01-648,52.275/20.985
